airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Multiple carriers ,2019-03-21,Delhi,Cochin,06:00:00,13:20:00,440.0,1,No Info,11269
GoAir,2019-06-06,Delhi,Cochin,10:35:00,19:35:00,540.0,1,No Info,4959
IndiGo,2019-03-15,Chennai,Kolkata,13:20:00,15:35:00,135.0,0,No Info,6297
IndiGo,2019-03-03,Mumbai,Hyderabad,20:05:00,21:35:00,90.0,0,No Info,5232
Vistara,2019-04-18,Bengaluru,Delhi,17:00:00,19:35:00,155.0,0,No Info,5613
Multiple carriers,2019-03-09,Delhi,Cochin,08:00:00,19:45:00,705.0,1,No Info,16287
Multiple carriers,2019-05-27,Delhi,Cochin,09:15:00,19:15:00,600.0,1,No Info,9149
IndiGo,2019-03-03,Bengaluru,New Delhi,23:30:00,02:20:00,170.0,0,No Info,6144
IndiGo,2019-05-18,Delhi,Cochin,11:55:00,22:30:00,635.0,1,No Info,8216
SpiceJet,2019-04-09,Bengaluru,Delhi,21:10:00,00:05:00,175.0,0,No check-in baggage included,3919
Jet Airways,2019-06-09,Kolkata,Bengaluru,18:55:00,04:40:00,585.0,1,No Info,14178
Vistara,2019-03-06,Mumbai,Hyderabad,08:45:00,22:55:00,850.0,1,No Info,12395
Air Asia,2019-04-01,Kolkata,Bengaluru,22:50:00,01:20:00,150.0,0,No Info,4107
Air India,2019-05-21,Kolkata,Bengaluru,09:25:00,21:50:00,745.0,1,No Info,8366
IndiGo,2019-03-09,Kolkata,Bengaluru,14:20:00,16:55:00,155.0,0,No Info,4148
Jet Airways,2019-05-12,Kolkata,Bengaluru,20:00:00,10:05:00,845.0,1,No Info,13941
Air India,2019-03-03,Bengaluru,New Delhi,11:05:00,22:10:00,2105.0,2,No Info,11791
IndiGo,2019-04-03,Kolkata,Bengaluru,09:35:00,12:20:00,165.0,0,No Info,4174
IndiGo,2019-03-15,Bengaluru,New Delhi,23:30:00,02:20:00,170.0,0,No Info,8033
IndiGo,2019-05-06,Delhi,Cochin,07:30:00,21:00:00,810.0,1,No Info,7191
SpiceJet,2019-03-24,Kolkata,Bengaluru,15:55:00,21:15:00,320.0,1,No Info,10654
Jet Airways,2019-05-24,Kolkata,Bengaluru,06:30:00,04:40:00,1330.0,1,In-flight meal not included,8586
Air India,2019-06-27,Delhi,Cochin,13:15:00,07:40:00,1105.0,2,No Info,13547
Air Asia,2019-04-27,Delhi,Cochin,20:45:00,07:10:00,625.0,1,No Info,6451
Multiple carriers,2019-03-06,Delhi,Cochin,10:20:00,21:00:00,640.0,1,No Info,15147
Air India,2019-04-01,Kolkata,Bengaluru,16:50:00,18:20:00,1530.0,2,No Info,7893
IndiGo,2019-04-15,Kolkata,Bengaluru,15:15:00,20:05:00,290.0,1,No Info,4775
Jet Airways,2019-05-12,Kolkata,Bengaluru,06:30:00,16:20:00,590.0,1,No Info,14781
Jet Airways,2019-03-24,Kolkata,Bengaluru,06:30:00,18:10:00,700.0,1,In-flight meal not included,10031
Jet Airways,2019-03-18,Bengaluru,New Delhi,14:05:00,08:15:00,1090.0,1,No Info,12284
Air Asia,2019-05-21,Kolkata,Bengaluru,09:45:00,12:15:00,150.0,0,No Info,4409
Jet Airways,2019-06-01,Mumbai,Hyderabad,19:35:00,21:05:00,90.0,0,In-flight meal not included,3210
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,12:35:00,810.0,2,In-flight meal not included,11150
Jet Airways,2019-06-03,Delhi,Cochin,16:00:00,19:00:00,1620.0,1,In-flight meal not included,10262
IndiGo,2019-05-24,Bengaluru,Delhi,04:00:00,06:50:00,170.0,0,No Info,3943
IndiGo,2019-06-06,Chennai,Kolkata,19:35:00,21:55:00,140.0,0,No Info,3597
Air India,2019-05-21,Kolkata,Bengaluru,09:50:00,23:15:00,805.0,3,No Info,14960
Air Asia,2019-03-24,Bengaluru,New Delhi,23:25:00,02:10:00,165.0,0,No Info,3383
IndiGo,2019-05-24,Kolkata,Bengaluru,19:35:00,23:15:00,220.0,1,No Info,4226
Air India,2019-06-06,Kolkata,Bengaluru,08:20:00,20:25:00,725.0,2,No Info,11432
Air India,2019-05-21,Kolkata,Bengaluru,09:25:00,18:30:00,545.0,1,No Info,8366
Jet Airways,2019-06-06,Delhi,Cochin,18:15:00,19:00:00,1485.0,1,In-flight meal not included,10262
Jet Airways,2019-06-06,Kolkata,Bengaluru,20:00:00,09:20:00,800.0,1,In-flight meal not included,10844
SpiceJet,2019-03-21,Delhi,Cochin,15:55:00,21:55:00,360.0,1,No Info,5511
Jet Airways,2019-06-12,Bengaluru,Delhi,07:10:00,10:10:00,180.0,0,In-flight meal not included,5769
Jet Airways,2019-05-15,Kolkata,Bengaluru,18:55:00,09:20:00,865.0,1,In-flight meal not included,9663
IndiGo,2019-06-27,Kolkata,Bengaluru,04:40:00,07:15:00,155.0,0,No Info,4804
Jet Airways,2019-06-27,Mumbai,Hyderabad,10:20:00,11:50:00,90.0,0,No Info,8040
IndiGo,2019-04-06,Kolkata,Bengaluru,11:30:00,14:05:00,155.0,0,No Info,4174
Air India,2019-03-03,Delhi,Cochin,05:55:00,19:15:00,2240.0,2,No Info,13748
Jet Airways,2019-03-15,Bengaluru,New Delhi,08:00:00,13:15:00,315.0,1,In-flight meal not included,9134
IndiGo,2019-05-15,Delhi,Cochin,16:00:00,21:00:00,300.0,1,No Info,6069
Air India,2019-05-21,Delhi,Cochin,12:30:00,09:25:00,1255.0,1,No Info,7480
Air India,2019-05-06,Delhi,Cochin,14:10:00,17:10:00,180.0,0,No Info,6934
Vistara,2019-06-09,Kolkata,Bengaluru,20:20:00,10:45:00,865.0,1,No Info,9397
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,19:00:00,1210.0,1,In-flight meal not included,10262
IndiGo,2019-04-01,Bengaluru,Delhi,20:00:00,22:50:00,170.0,0,No Info,4823
Air India,2019-04-09,Bengaluru,Delhi,21:05:00,23:55:00,170.0,0,No Info,4441
Multiple carriers,2019-06-03,Delhi,Cochin,08:30:00,19:15:00,645.0,1,No Info,7677
Jet Airways,2019-03-09,Delhi,Cochin,17:25:00,18:50:00,1525.0,1,In-flight meal not included,14053
SpiceJet,2019-04-15,Delhi,Cochin,17:55:00,22:50:00,295.0,1,No Info,5221
IndiGo,2019-06-01,Delhi,Cochin,11:25:00,01:30:00,845.0,1,No Info,6206
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,04:25:00,830.0,2,No Info,13376
Jet Airways,2019-06-27,Delhi,Cochin,18:20:00,12:35:00,1095.0,2,No Info,14300
Multiple carriers,2019-06-27,Delhi,Cochin,19:00:00,01:30:00,390.0,1,No Info,7198
Jet Airways,2019-06-15,Delhi,Cochin,21:25:00,19:00:00,1295.0,2,In-flight meal not included,10588
Jet Airways,2019-03-24,Bengaluru,New Delhi,02:00:00,04:45:00,165.0,0,No Info,7229
Jet Airways,2019-03-18,Bengaluru,New Delhi,11:40:00,09:00:00,1280.0,1,In-flight meal not included,11087
IndiGo,2019-06-01,Delhi,Cochin,07:35:00,12:10:00,275.0,1,No Info,5054
Multiple carriers,2019-03-03,Delhi,Cochin,10:45:00,18:50:00,485.0,1,No Info,15135
Air India,2019-06-12,Kolkata,Bengaluru,16:50:00,07:55:00,905.0,1,No Info,8366
Air India,2019-03-09,Delhi,Cochin,09:45:00,09:25:00,1420.0,2,No Info,10660
Jet Airways,2019-05-06,Kolkata,Bengaluru,06:30:00,08:15:00,1545.0,1,No Info,13941
Jet Airways,2019-03-21,Delhi,Cochin,16:00:00,18:50:00,1610.0,1,In-flight meal not included,5963
Jet Airways,2019-03-01,Bengaluru,New Delhi,05:50:00,12:20:00,390.0,1,Business class,28097
Air India,2019-03-27,Delhi,Cochin,07:00:00,19:15:00,735.0,2,No Info,10913
SpiceJet,2019-06-12,Kolkata,Bengaluru,22:20:00,00:40:00,140.0,0,No check-in baggage included,3841
Multiple carriers,2019-05-09,Delhi,Cochin,11:30:00,19:15:00,465.0,1,No Info,14323
Air Asia,2019-05-09,Bengaluru,Delhi,11:10:00,13:55:00,165.0,0,No Info,3383
Jet Airways,2019-05-27,Delhi,Cochin,15:00:00,04:25:00,805.0,1,In-flight meal not included,12898
Multiple carriers,2019-03-21,Delhi,Cochin,07:05:00,22:20:00,915.0,1,No Info,6717
Air India,2019-03-18,Bengaluru,New Delhi,21:05:00,23:55:00,170.0,0,No Info,4441
IndiGo,2019-06-12,Mumbai,Hyderabad,19:05:00,20:35:00,90.0,0,No Info,2754
IndiGo,2019-06-06,Mumbai,Hyderabad,12:00:00,13:30:00,90.0,0,No Info,2754
Air India,2019-05-01,Kolkata,Bengaluru,10:00:00,20:25:00,625.0,1,No Info,10203
Air India,2019-05-27,Delhi,Cochin,12:20:00,19:15:00,1855.0,2,No Info,12488
IndiGo,2019-03-03,Delhi,Cochin,16:00:00,01:35:00,575.0,1,No Info,14871
Air India,2019-06-09,Delhi,Cochin,09:45:00,09:25:00,1420.0,1,No Info,7690
Multiple carriers,2019-06-06,Delhi,Cochin,13:00:00,01:30:00,750.0,1,No Info,13377
IndiGo,2019-04-15,Delhi,Cochin,16:00:00,21:00:00,300.0,1,No Info,5947
Air India,2019-05-18,Kolkata,Bengaluru,09:25:00,18:30:00,545.0,1,No Info,8576
Multiple carriers,2019-03-27,Delhi,Cochin,15:15:00,01:35:00,620.0,1,No Info,6427
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,12:35:00,940.0,1,In-flight meal not included,10262
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,19:00:00,1530.0,1,No Info,14714
Jet Airways,2019-03-21,Delhi,Cochin,17:30:00,18:50:00,1520.0,1,In-flight meal not included,5963
Multiple carriers,2019-05-09,Delhi,Cochin,09:00:00,21:00:00,720.0,1,No Info,13727
Jet Airways,2019-06-15,Delhi,Cochin,18:15:00,12:35:00,1100.0,1,In-flight meal not included,10262
